Gene.symbol	Gene.ID	adj.P.Val	logFC
TMEM252	169693	0.195614963514011	0.431244632800454
		0.195761262039935	-0.523939663019276
PROSER3	148137	0.195779849716332	0.189869293960315
		0.195840592348803	0.157469683729023
CREB5	9586	0.195840592348803	1.23870530043197
PKDCC	91461	0.195841305451143	0.227510056435374
		0.195871096261103	-0.45038600313152
FAM228A	653140	0.195886781140886	0.193258034672335
GDF11	10220	0.195886781140886	-0.288262796269843
		0.195904312142039	0.104332835715418
PRKAR2A	5576	0.195985630621245	0.163626431725624
MAPKAPK5-AS1	51275	0.196039853310773	0.460629354164397
ARFIP1	27236	0.196039853310773	0.443664832130382
		0.196083701302538	0.127289586774375
SIGLEC8	27181	0.19615246288618	0.48405040818594
PAX5	5079	0.19615246288618	0.9816251219195
EME2	197342	0.196239738361293	0.204551318609976
		0.196289304317411	-0.0871846638265317
		0.196301266012785	0.539389238128117
CRHR2	1395	0.196301266012785	0.158924417724489
HK1	3098	0.196302641375179	-0.346092478716553
		0.196346301853928	0.28235510903288
RNASEH2B	79621	0.196388844404468	-0.431323044167801
SNCB	6620	0.196388844404468	0.273616841799321
		0.196419326482048	0.135157237636055
PGM5P2///PGM5	595135///5239	0.196419326482048	0.487579365919499
		0.196538313845646	-0.382291410778917
HOGA1	112817	0.1965419486328	0.198083713965984
		0.196565683924815	0.170760904307255
		0.196565683924815	-0.161052806984127
IFI27L2	83982	0.196565683924815	-0.212245365303855
CEP97	79598	0.196565683924815	0.265916463260767
ELOVL4	6785	0.196584213401174	0.376866471981858
TCP10L2///TCP10	401285///6953	0.196611481926728	0.176391196230157
ELN	2006	0.196654144991181	0.250069438591836
NAT1	9	0.196654144991181	0.2414119087517
		0.196693480274208	-0.177410639285716
DET1	55070	0.19669997676082	-0.431231409231294
STOX2	56977	0.19669997676082	-0.157401731341272
AIMP1	9255	0.19674688637716	-0.490869289198415
PDE6A	5145	0.196824119729435	0.136431696621314
		0.196832850853837	-0.302675000027211
ANKRD11	29123	0.196905176149065	0.348697025104307
LOC100130433	100130433	0.196905176149065	0.152977066684806
		0.196905176149065	0.322364085018137
		0.196999796176969	0.254569894660996
		0.196999796176969	0.195287069902494
SEC14L1	6397	0.197022210400776	0.826197745529476
		0.19704126353214	0.180912329825396
IMPDH1	3614	0.19704126353214	0.374269521158729
		0.19704126353214	0.470431494539682
LOC100129581	100129581	0.19704126353214	0.224737524029479
NDUFV3	4731	0.197075037507751	-0.221846496936509
		0.197075037507751	0.349726777761905
LAT2	7462	0.197192692902405	-0.766408663043085
MGAT3	4248	0.19720807874578	0.375454972496597
		0.197231051382821	0.474492789216554
		0.197359675235672	0.377619509173468
MED15	51586	0.19737414172813	0.230450171507931
CDKN2D	1032	0.197408248909935	0.500056398114509
LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7	102724238///100126582///654466///403323///387628///2252	0.197408248909935	0.352858692851474
		0.197408248909935	-0.363002835010205
OSBPL10	114884	0.197410970439153	0.987678375020407
SPARCL1	8404	0.197433410891479	0.152659804840136
		0.197442485292532	0.405547817930838
		0.197479817690521	-0.517858417244902
SECTM1	6398	0.197484149357648	1.04907423489229
ADAL	161823	0.197501520815754	-0.440082250301587
		0.197501520815754	0.292630185410429
L3MBTL1	26013	0.197589584251738	-0.140211006605441
TMEM68	137695	0.197617264073657	-0.320988127436508
SGTA	6449	0.197629286014008	-0.191613789035148
		0.197631054951332	0.198255161023809
WDR61	80349	0.197719214484541	-0.512107506334468
		0.197779752970891	-0.285464214812925
		0.197862416334554	0.466594277629251
TPD52///TPD52	7163///7163	0.197883900551355	0.848001288075962
TRIM31	11074	0.197883900551355	0.198651046463717
LINC00917	732275	0.197883900551355	0.509048126201814
POMK	84197	0.197883900551355	0.202561109293649
		0.197893632800181	-0.25052424453855
LOC650293///OR7E91P	650293///79315	0.197901261803784	0.36239230602154
		0.198019890916912	-0.348103112843541
		0.198027691072759	-0.501425840470522
NUAK1	9891	0.198027691072759	-0.20996842142177
		0.198030991817207	0.310947913193875
PRKCDBP	112464	0.198061387838544	-0.242533033267573
FP248	101930072	0.198083074980962	0.383267215416097
		0.198083074980962	0.190193636311791
		0.198083074980962	0.312034206205215
		0.198087937938304	-0.105556596133787
DEGS2	123099	0.198231867796897	-0.226664237750567
		0.198231867796897	0.266925825303852
		0.198231867796897	0.323977458502267
IGKC	3514	0.198242518040753	-1.35696993036281
OK/SW-CL.36	100131077	0.198390842287788	-0.147594809902495
CYB561A3	220002	0.198438634185497	0.521255418878683
SYT14	255928	0.198438916089193	-0.122700857628118
		0.198580527224069	-0.621592209524945
CPS1-IT1	29034	0.198614194778905	-0.136983221453515
RAD54B	25788	0.198655898485081	-0.407467364770975
		0.198662340072402	0.362104662575963
EXO5	64789	0.19891277497408	0.235713393619045
FAM131A	131408	0.198931544370093	0.239486183379818
TRIM49C///TRIM49B///TRIM49	642612///283116///57093	0.198949606391551	0.408040204097505
PPCS	79717	0.199147712210775	0.320086972404762
		0.199172005164655	0.135622160116779
GCNT2	2651	0.199314312945387	0.518684766692743
GDF9	2661	0.199344724980219	0.221465264905895
		0.1993806294465	0.0861982285941032
		0.1993806294465	0.0921326434342395
		0.1993806294465	0.0940097034126981
PNMA1	9240	0.1993806294465	-0.43443545317347
		0.1993806294465	0.320113895328795
		0.1993806294465	0.394676589544216
		0.1993806294465	0.216579906482993
		0.1993806294465	0.280594610772109
		0.199388618489776	-0.864226948614515
MPZL1	9019	0.199420481819838	-0.666370044843541
		0.199420481819838	0.342120786409295
		0.199420481819838	-0.455007383052155
STYXL1	51657	0.199447289878237	0.244116308036278
		0.199447289878237	-0.552337490868481
MZT2B	80097	0.199447289878237	0.189910662537413
		0.199447289878237	-0.579204217626986
WDSUB1	151525	0.199447289878237	-0.435864701738096
MRPL39	54148	0.199579921600572	-0.651400212207484
FOXH1	8928	0.199685185477625	0.190114702588435
		0.199739460932896	-0.241850001428574
TNXB///TNXA	7148///7146	0.199740377188429	0.334236283836732
ITK	3702	0.199740377188429	1.40382439504875
		0.199834606538551	-0.307575563083901
LOC440173	440173	0.199840078143882	-0.174289029917235
		0.199840078143882	0.389990348605441
		0.199955386388757	0.465885480163265
RAD51C	5889	0.199955386388757	-0.429115684212018
GNAI2	2771	0.199990694940083	0.286464567383219
LOC399900	399900	0.200011528427449	0.595385364451247
		0.200011528427449	-0.2743747963322
CMPK2	129607	0.200022771400457	0.373067429403627
OR6C6	283365	0.200026024838606	0.169257204599773
GNG5	2787	0.200031507898774	-0.32981412746032
HIST1H2BB	3018	0.200031507898774	-0.439729932860544
ETV3	2117	0.200126027682601	0.218452029327663
NPPA	4878	0.200209837578568	0.168619346459183
		0.200220749666547	-0.302384204022677
MAMSTR	284358	0.200228279900835	0.181477855977323
		0.200228279900835	-0.251179172687083
LOC100131170	100131170	0.20028319128493	0.524677328162131
SLC52A1	55065	0.20028319128493	0.220373638875283
ADPRM	56985	0.20028319128493	0.462949100453514
FLJ41170///FLJ41170	440200///440200	0.200293968766235	0.185290263465986
HNRNPUL2-BSCL2///HNRNPUL2	100534595///221092	0.200432864558573	-0.247606490306124
MAPK8	5599	0.200432864558573	-0.221106872287982
ACSL4	2182	0.200432864558573	-0.502172103373017
ALKBH3	221120	0.200533082673584	-0.341221250054422
RNF186	54546	0.200533820119992	0.341313085490929
		0.20064320735381	0.601256500258502
EIF4A2	1974	0.200710368635104	-0.413523339213155
CD300LD	100131439	0.200710368635104	0.503876504225623
		0.200710368635104	0.301788320471654
		0.200715442405427	0.167246899366213
TNNI2	7136	0.200943809391978	0.359029046248297
FKBP2	2286	0.201005325461883	-0.312955596165534
SSR2	6746	0.201019770455696	0.249054821138323
		0.201019770455696	-0.397464211561226
		0.201084352911372	0.389063297331065
CELA1	1990	0.201092809171731	0.215730545990928
AKAP8L	26993	0.201092809171731	-0.123366338848074
		0.201167622392258	0.143424440753968
		0.201167622392258	-0.814330538986395
		0.201212430632459	0.11976246607823
LILRB4	11006	0.20131921951397	-0.639437280577099
		0.201348083443702	-0.215117143612248
		0.201455932091172	0.368737913590703
CLCN6	1185	0.201642774428255	-0.377823605021546
GNG11	2791	0.201662526065353	0.428211006447845
SURF6	6838	0.201662526065353	-0.245494128503402
		0.201672099597409	0.362478002351474
TDRG1	732253	0.201696122396222	-0.166735994829933
MAPT-AS1	100128977	0.201706793138663	0.245461443463719
CLNK	116449	0.201706793138663	-0.423193989082768
DDX19A	55308	0.201706793138663	-0.254998240723356
MIR137///MIR137HG	406928///400765	0.201803619824901	0.171857971166665
FRYL	285527	0.201803619824901	0.180546247519271
PATE1	160065	0.20183618993909	0.167453949659864
SETD2	29072	0.201842251398754	0.258694434515869
		0.201930666660756	0.107492393058956
		0.201991362425169	-0.454957524613381
CNOT6L	246175	0.201995163328749	0.27754514394104
NPM2	10361	0.202048204010547	-0.228059617291384
NKIRAS1	28512	0.202048204010547	0.256979975183673
		0.202130696375701	0.310162762481857
PDIA2	64714	0.202130696375701	0.230149599746031
CYP7A1	1581	0.20216075726541	-0.127210263299321
TTC39C	125488	0.202161762553967	0.436634467358274
		0.202168695150708	0.360601627963718
		0.202180805629842	-0.294082402921771
RPS28	6234	0.202285360556785	0.438867829608842
ELMOD1	55531	0.202330501712951	0.145434685221086
MYOG	4656	0.202457032284862	0.257424710056687
CACNB2	783	0.202457069763984	-0.322351419687076
		0.202457069763984	-0.0928120415238101
		0.202518121543906	0.123707834717687
		0.20253431598979	-0.717818165734695
POLL	27343	0.202559528313675	-0.214871594324264
		0.20271804856081	-0.114508623972791
		0.202820064470335	0.167059081017007
C14orf79	122616	0.202841093025207	-0.189617415255102
SAMD5	389432	0.202851599105175	0.172059835995465
		0.20307897826403	0.134374549606575
		0.20307897826403	-0.31558068305329
ZBTB44	29068	0.203084772546976	-0.250216972651932
SYNPO2	171024	0.203084772546976	0.181031617038547
		0.203084772546976	0.3039841706712
ENTPD2	954	0.203212999021563	0.285665951657595
		0.203218119149099	0.261893889453514
C1orf210	149466	0.203246058206059	0.265881916160996
		0.203246058206059	-0.32997321079025
		0.203370767273474	0.624266556140588
MIR30C1	407031	0.203403301583514	0.257024113683674
SMG1P3///SMG1P1///SMG1P5///SMG1	100271836///641298///595101///23049	0.203455163352077	-0.234219119417235
RNF41	10193	0.203468173379037	0.253982060522675
		0.203505806099278	-0.146808969024947
PDGFB	5155	0.203577805990152	0.1813764738356
UCP1	7350	0.203577805990152	0.166225524785713
		0.203601495119146	-0.355970658924037
		0.203623192491368	0.251893545349206
S100A2	6273	0.203627680850616	0.202795637540816
		0.203739537271127	-0.305976788696145
		0.203783015111153	0.520792204758501
GSN-AS1	57000	0.203856181341286	-0.174066819702948
		0.203944358216748	0.286099581055554
		0.204065034784329	-0.253796834205216
		0.204088462228916	0.206670101681406
PRRT2	112476	0.204138838391662	0.204091912792517
		0.204221028113507	-0.134389727998866
		0.204234060719593	-0.368831346444445
WDR55	54853	0.204236858688264	0.206322529622448
		0.204236858688264	0.375728281673468
		0.204390733084291	0.205448572589569
STAT3	6774	0.204390733084291	0.339221135293649
INE1	8552	0.204390733084291	0.334007900085034
		0.204390733084291	0.235037149246031
TUBBP5	643224	0.204441735959651	-0.249222870846938
ZXDA	7789	0.204559005392138	-0.25555477114626
FCN1	2219	0.204563337385395	-0.994452545195013
KLRB1	3820	0.204563337385395	1.03538400487528
FAM21A///FAM21C	387680///253725	0.204592686555934	-0.27656123887755
SLC2A8	29988	0.204592686555934	-0.202078750192745
CHD8	57680	0.204592686555934	0.155035005577095
OSTF1	26578	0.204690314719211	0.390520691185939
		0.204697236452418	0.144922603142857
LINC00610///COMMD9	399879///29099	0.204708283663593	0.294307127077097
PANX1	24145	0.204709122317963	-0.456471991727891
DEFB121	245934	0.204709122317963	0.148495821521541
TCEB1	6921	0.204875574796924	-0.254609555426306
GLRX3	10539	0.204875574796924	-0.398862201809527
OTOR	56914	0.204878968115603	0.162548884862811
OR10H4	126541	0.204928521211948	0.146726254024943
P2RX5-TAX1BP3///P2RX5	100533970///5026	0.20493462183166	0.796453444006802
C1orf27	54953	0.20493462183166	-0.350002259030613
SMURF1	57154	0.20493462183166	-0.269692583629254
HIST1H1A	3024	0.20493462183166	-0.423972901328798
PRSS23	11098	0.204979747429997	0.324880443490928
		0.20502962374821	0.395415258395691
TUSC3	7991	0.205162767387561	0.167885816943309
		0.205171023912035	0.366176778619048
NECTIN1	5818	0.205256033642517	-0.254020261022678
IFNGR2	3460	0.205260391146885	0.653159315460314
PPP1R12C	54776	0.205260391146885	0.241992742552153
MYH15	22989	0.205260391146885	-0.116961686274377
		0.205260391146885	-0.228013645742632
SPDYE7P	441251	0.205261020373211	0.464988434036279
		0.205354956807948	-0.478831936976191
COX18	285521	0.20537569334636	-0.316915938995467
CHGA	1113	0.205446443140517	0.242620777470522
		0.205447287867676	-0.502124643699548
QKI	9444	0.20545357320781	-0.553115876674606
OGN	4969	0.20545357320781	-0.153908298409297
ZNF26	7574	0.20545357320781	-0.438781984429706
		0.20545357320781	-0.364833989777782
RILPL2	196383	0.20545357320781	-0.360583540522676
		0.205516715481632	0.4246911987551
KRTAP4-4	84616	0.205571859377893	0.344813647336736
CLCA2	9635	0.205583116346353	-0.117271320134922
AUP1	550	0.205655252574096	0.164705241131518
		0.205655252574096	0.216052969999998
SND1-IT1	27099	0.205655252574096	-0.326917186648529
FAM221A	340277	0.205655252574096	0.402877732731293
CRY2	1408	0.205695556707833	0.207050094267575
IPO8	10526	0.205703593662401	0.196387818202945
KMT5A	387893	0.205722657159621	-0.312659876787983
		0.205761998412396	-0.299241121438778
		0.205765903459623	-0.296436862668934
TROVE2	6738	0.205807323790833	-0.323373361032884
		0.20582173770858	-0.172710181377552
DNAH12	201625	0.205849295076771	-0.150390063380953
SFXN2	118980	0.205849295076771	-0.360505823255103
LRRK2	120892	0.205849295076771	1.48995584655329
GLB1L3	112937	0.205967831217832	0.189544504238095
POM121L2	94026	0.205967831217832	0.139402717890023
HSCB	150274	0.205969458479889	-0.388763310443311
TAS2R45	259291	0.205970444033329	-0.566089809437643
SNAP29	9342	0.206002273020411	0.412847997453509
TBC1D30	23329	0.206142666137613	0.492976117208616
DGAT2L6	347516	0.206289427231811	-0.141735060259638
LRRC4B	94030	0.206289427231811	-0.282166636685942
PNPLA7	375775	0.20633658036215	0.234208927573695
LOC100129455	100129455	0.20633658036215	0.207205841010202
SLC35E3	55508	0.206364569444663	0.214854175789115
		0.206406852368896	-0.607019077750567
RPL9P11///RPL9	642740///6133	0.206410410548566	-0.492801148272111
DLEU1	10301	0.206410410548566	-0.632052492335601
		0.206454378534254	-0.117239247034013
FER1L6-AS2	157376	0.206484790958711	0.170147404053288
MLH1	4292	0.206731190419488	-0.344703324283449
		0.206734304772654	-0.341635678496599
EEF1E1-BLOC1S5///EEF1E1	100526837///9521	0.206734304772654	-0.447149728412698
		0.206734304772654	0.227136327506801
		0.206734304772654	-0.318918203993199
RAMP3	10268	0.206734304772654	0.200179666387755
TNFRSF18	8784	0.20673658030873	0.207131933621315
		0.20673658030873	0.19563256194331
RNF11	26994	0.206743762207513	-0.439641602792519
FIBCD1	84929	0.206743762207513	0.157343792586167
MIR205HG///MIR205///MIR205HG	642587///406988///642587	0.206743762207513	0.155828176603174
TCEA2	6919	0.206743762207513	0.223463668884353
		0.206743762207513	-0.431350537401361
PXMP4	11264	0.20676878850144	0.242689370362811
TRAM2	9697	0.206835551042782	0.397851432416098
CDK12	51755	0.2068364269396	-0.2788237722449
		0.2068364269396	-0.222511659225623
		0.206873658606447	0.513279099654195
MUC13	56667	0.206953786509251	0.0995013349353742
		0.206953786509251	0.512859673634921
GPANK1	7918	0.206961012297364	0.197863980345802
BTF3L4	91408	0.206961012297364	-0.353644558081633
		0.207006072603774	-0.523247437565762
RNLS	55328	0.207006072603774	0.34984170145578
SOBP	55084	0.207075841163585	0.224820162230158
RNA28S5///RNA18S5///RNA5-8S5	100008589///100008588///100008587	0.207075841163585	-0.0739450857823147
ZNF606	80095	0.207083490577217	0.230595321243763
		0.207083490577217	0.142793915289115
SLC35G4///SLC35G6///SLC35G3///SLC35G5	646000///643664///146861///83650	0.207118782896995	-0.326082650397961
PLEKHN1	84069	0.207188095336313	0.172108936298184
SNORD116-13	100033425	0.207205535462818	0.396820033336735
ADNP2	22850	0.207266241350769	-0.304344311505671
KDM2B	84678	0.207296468039202	-0.354910400752836
LOC105375355///UPK3B	105375355///80761	0.207296468039202	0.267876212586166
TMEM50B	757	0.207339545609376	0.410467682863945
		0.207339545609376	0.318404905589568
EXOSC6	118460	0.207341787234306	-0.194388621489797
MIR101-2	406894	0.207341787234306	-0.179520649910431
		0.207391463212793	-0.302082054739232
SNRPA	6626	0.207416476912706	-0.534133185031749
TAS2R9	50835	0.207511585937054	0.145634891971655
PWWP2B	170394	0.207511585937054	-0.247185574391155
FAM19A3	284467	0.207545016432762	0.194527205969385
IRX6	79190	0.207558474614898	0.202403669804987
		0.207602070327889	0.197210567744897
POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH	102724631///102723502///100996331///100288966///100287399///728378///653781///641455///445582///440915///404785///388468///317754///23784	0.207602070327889	0.115215055183672
